"","Title","Path","Box","Distrubutor","Release.Date","Genre","Runtime","MPAA","Budget","Director","FB_likes","YoutubeViews"
"893","The Visit","/movies/?id=blumhouse2015.htm",65206105,"Universal","September","Horror",94,"PG-13",5,"M. Night Shyamalan",825765,8628601
"894","Jack the Giant Slayer","/movies/?id=jackthegiantkiller.htm",65187603,"Warner Bros. (New Line)","March","Adventure",114,"PG-13",195,"Bryan Singer",459878,5406645
"895","Think Like a Man Too","/movies/?id=thinklikeaman2.htm",65182182,"Sony / Screen Gems","June","Comedy",106,"PG-13",24,"Tim Story",10447,8847812
"896","Barbershop 2: Back in Business","/movies/?id=barbershop2.htm",65111277,"MGM","February","Comedy",106,"PG-13",30,"Kevin Rodney Sullivan",3185,166334
"897","Now You See Me 2","/movies/?id=nowyouseeme2.htm",65075540,"Lionsgate/Summit","June","Thriller",129,"PG-13",NA,"Jon Chu",2970475,6086338
"898","About Schmidt","/movies/?id=aboutschmidt.htm",65016287,"New Line","December","Comedy / Drama",124,"R",30,"Alexander Payne",25946,149258
"899","Exodus: Gods and Kings","/movies/?id=exodus.htm",65014513,"Fox","December","Drama",150,"PG-13",140,"Ridley Scott",585671,12146490
"900","Friday the 13th (2009)","/movies/?id=fridaythe13th09.htm",65002019,"Warner Bros. (New Line)","February","Horror",95,"R",19,"Marcus Nispel",691346,198864
"901","Pitch Perfect","/movies/?id=pitchperfect.htm",65001093,"Universal","September","Comedy",112,"PG-13",17,"Jason Moore",5759378,2881195
"902","Stuart Little 2","/movies/?id=stuartlittle2.htm",64956806,"Sony / Columbia","July","Family Adventure",70,"PG",120,"Rob Minkoff",79231,683901
"903","Mirror Mirror","/movies/?id=untitledsnowwhite.htm",64935167,"Relativity","March","Fantasy",106,"PG",85,"Tarsem",327837,1042536
"904","Flushed Away","/movies/?id=flushedaway.htm",64665672,"Paramount (DreamWorks)","November","Animation",86,"PG",149,"David Bowers",17900,1824237
"905","L.A. Confidential","/movies/?id=laconfidential.htm",64616940,"Warner Bros.","September","Crime Drama",138,"R",NA,"Curtis Hanson",83832,505480
"906","Chronicle (2012)","/movies/?id=chronicle2012.htm",64575175,"Fox","February","Sci-Fi Action",83,"PG-13",12,"Josh Trank",4,15351875
"907","The Happening","/movies/?id=happening.htm",64506874,"Fox","June","Thriller",91,"R",48,"M. Night Shyamalan",201836,436816
"908","The Purge","/movies/?id=purge.htm",64473115,"Universal","June","Thriller",85,"R",3,"James DeMonaco",3056310,28706296
"909","The Wedding Ringer","/movies/?id=kevinhart15.htm",64460211,"Sony / Screen Gems","January","Comedy",101,"R",23,"Jeremy Garelick",475855,6255449
"910","Miracle","/movies/?id=miracle04.htm",64378093,"Buena Vista","February","Sports Drama",135,"PG",NA,"Gavin O'Connor",693029,316017
"911","A Dog's Purpose","/movies/?id=adogspurpose.htm",64321890,"Universal","January","Comedy / Drama",120,"PG",22,"Lasse Hallstrom",382185,13634233
"912","Jackass: The Movie","/movies/?id=jackass.htm",64255312,"Paramount","October","Comedy",80,"R",5,"Jeff Tremaine",2715358,206658
"913","The Nut Job","/movies/?id=nutjob.htm",64251541,"Open Road Films","January","Animation",86,"PG",42,"Peter Lepeniotis",515110,2644411
"914","Down to Earth","/movies/?id=downtoearth.htm",64186502,"Paramount","February","Romantic Comedy",87,"PG-13",49,"Chris Weitz",30959,110658
"915","17 Again","/movies/?id=17again.htm",64167069,"Warner Bros. (New Line)","April","Fantasy Comedy",102,"PG-13",NA,"Burr Steers",5568037,1584667
"916","Ice Age: Collision Course","/movies/?id=iceage5.htm",64063008,"Fox","July","Animation",94,"PG",105,"Mike Thurmeier",36329,5845299
"917","Deja Vu","/movies/?id=dejavu06.htm",64038616,"Buena Vista","November","Romantic Thriller",128,"PG-13",75,"Tony Scott",9597,283541
"918","Happy Feet Two","/movies/?id=happyfeet2.htm",64006466,"Warner Bros.","November","Animation",105,"PG",NA,"George Miller",9810,8143158
"919","Diary of a Wimpy Kid","/movies/?id=diaryofawimpykid.htm",64003625,"Fox","March","Comedy",94,"PG",15,"Thor Freudenthal",5074839,927946
"920","Sky High","/movies/?id=skyhigh.htm",63946815,"Buena Vista","July","Family Adventure",102,"PG",35,"Mike Mitchell",5643,897878
"921","Last Vegas","/movies/?id=lastvegas.htm",63914167,"CBS Films","November","Comedy",90,"PG-13",28,"Jon Turteltaub",126951,1942741
"922","Life","/movies/?id=life.htm",63886029,"Universal","April","Comedy",109,"R",80,NA,612261,6543975
"923","Mona Lisa Smile","/movies/?id=monalisasmile.htm",63860942,"Sony (Revolution)","December","Period Drama",117,"PG-13",65,"Mike Newell",108789,320824
"924","In & Out","/movies/?id=inandout.htm",63856929,"Paramount","September","Comedy",92,"PG-13",35,"Frank Oz",2725,306841337
"925","The Fifth Element","/movies/?id=fifthelement.htm",63820180,"Sony / Columbia","May","Sci-Fi Action",126,"PG-13",NA,"Luc Besson",552509,222034
"926","Unknown","/movies/?id=unknownwhitemale11.htm",63686397,"Warner Bros.","February","Drama / Thriller",109,"PG-13",30,"Jaume Collet-Serra",431939,451219
"927","Hope Springs","/movies/?id=greathopesprings.htm",63536011,"Sony / Columbia","August","Comedy / Drama",121,"PG-13",NA,"David Frankel",1308,1351973
"928","Miami Vice","/movies/?id=miamivice.htm",63450470,"Universal","July","Action / Crime",146,"R",135,"Michael Mann",185707,347878
"929","The Time Traveler's Wife","/movies/?id=timetravelerswife.htm",63414846,"Warner Bros. (New Line)","August","Romance",108,"PG-13",39,"Robert Schwentke",628824,1915027
"930","She's All That","/movies/?id=shesallthat.htm",63366989,"Miramax","January","Romantic Comedy",95,"PG-13",10,NA,151519,1647426
"931","Bewitched","/movies/?id=bewitched.htm",63313159,"Sony / Columbia","June","Romantic Comedy",90,"PG-13",85,"Nora Ephron",16414,459791
"932","Saw IV","/movies/?id=saw4.htm",63300095,"Lionsgate","October","Horror",108,"R",NA,"Darren Lynn Bousman",751189,463155
"933","The Boss","/movies/?id=michelledarnell.htm",63285885,"Universal","April","Comedy",99,"R",29,"Ben Falcone",1426617,6931792
"934","Tyler Perry's Madea's Family Reunion","/movies/?id=madeasfamilyreunion.htm",63257940,"Lionsgate","February","Comedy",107,"PG-13",6,"Tyler Perry",1483965,19570
"935","The Holiday","/movies/?id=holiday.htm",63224849,"Sony / Columbia","December","Romantic Comedy",136,"PG-13",85,"Nancy Meyers",915784,39899
"936","Forgetting Sarah Marshall","/movies/?id=forgettingsarahmarshall.htm",63172463,"Universal","April","Comedy",111,"R",30,"Nick Stoller",944764,1495728
"937","The Sorcerer's Apprentice","/movies/?id=sorcerersapprentice.htm",63150991,"Buena Vista","July","Fantasy",111,"PG",150,"Jon Turteltaub",831257,2311794
"938","Beavis and Butt-Head Do America","/movies/?id=beavisandbuttheaddoamerica.htm",63118386,"Paramount","December","Animation",80,"PG-13",12,"Mike Judge",99273,187704
"939","A Nightmare on Elm Street (2010)","/movies/?id=nightmareonelmstreet10.htm",63075011,"Warner Bros. (New Line)","April","Horror",90,"R",35,NA,2133,2258365
"940","The Last Song","/movies/?id=lastsong.htm",62950384,"Buena Vista","March","Drama",107,"PG",20,"Julie Anne Robinson",7419041,2114922
"941","Jarhead","/movies/?id=jarhead.htm",62658220,"Universal","November","War Drama",115,"R",72,"Sam Mendes",290934,1558428
"942","Black Mass","/movies/?id=whiteybulger15.htm",62575678,"Warner Bros.","September","Crime Drama",122,"R",53,"Scott Cooper",281110,10969858
"943","London Has Fallen","/movies/?id=londonhasfallen.htm",62524260,"Focus Features","March","Action",99,"R",60,NA,654540,12388858
"944","The Fast and the Furious: Tokyo Drift","/movies/?id=fastandthefurious3.htm",62514415,"Universal","June","Action / Crime",90,"PG-13",NA,"Justin Lin",3185242,3711134
"945","The Adjustment Bureau","/movies/?id=adjustmentbureau.htm",62495645,"Universal","March","Sci-Fi Thriller",99,"PG-13",502,"George Nolfi",325826,5597069
"946","Spy Game","/movies/?id=spygame.htm",62362560,"Universal","November","Action Thriller",126,"R",115,"Tony Scott",218275,246664
"947","Underworld Awakening","/movies/?id=underworld4.htm",62321039,"Sony / Screen Gems","January","Action Horror",88,"R",70,"Mars Marlind",398965,2509085
"948","Underworld: Evolution","/movies/?id=underworld2.htm",62318875,"Sony / Screen Gems","January","Action Horror",106,"R",NA,"Len Wiseman",394324,929961
"949","The Wolfman","/movies/?id=wolfman.htm",61979680,"Universal","February","Horror",102,"R",150,"Joe Johnston",199429,689630
"950","Mouse Hunt","/movies/?id=mousehunt.htm",61917389,"DreamWorks","December","Comedy",97,"PG",38,"Gore Verbinski",383763,421519
"951","Ender's Game","/movies/?id=endersgame.htm",61737191,"Lionsgate/Summit","November","Sci-Fi",114,"PG-13",110,"Gavin Hood",328687,6932971
"952","Miracles from Heaven","/movies/?id=miraclesfromheaven.htm",61705123,"TriStar","March","Drama",109,"PG",13,"Patricia Riggen",614754,6601170
"953","Cinderella Man","/movies/?id=cinderellaman.htm",61649911,"Universal","June","Sports Drama",144,"PG-13",88,"Ron Howard",69183,1470467
"954","Deepwater Horizon","/movies/?id=deepwaterhorizon.htm",61433527,"Lionsgate/Summit","September","Action Drama",107,"PG-13",110,"Peter Berg",2501,5112907
"955","The Saint","/movies/?id=saint.htm",61363304,"Paramount","April","Action Thriller",118,"PG-13",NA,"Phillip Noyce",18081,18616
"956","Stomp the Yard","/movies/?id=stomptheyard.htm",61356221,"Sony / Screen Gems","January","Music Drama",115,"PG-13",13,NA,2023357,3779022
"957","Rules of Engagement","/movies/?id=rulesofengagement.htm",61335230,"Paramount","April","Drama / Thriller",127,"R",60,"William Friedkin",437520,188080
"958","The Cell","/movies/?id=cell.htm",61334059,"New Line","August","Sci-Fi Thriller",107,"R",33,"Tarsem",56109,1387828
"959","Friday Night Lights","/movies/?id=fridaynightlights.htm",61255921,"Universal","October","Sports Drama",107,"PG-13",30,"Peter Berg",756070,118342
"960","The Shaggy Dog","/movies/?id=shaggydog.htm",61123569,"Buena Vista","March","Family Comedy",98,"PG",NA,"Brian Robbins",292,121638
"961","Prisoners","/movies/?id=prisoners.htm",61002302,"Warner Bros.","September","Action Thriller",146,"R",46,"Denis Villeneuve",350968,8070453
"962","Get Him to the Greek","/movies/?id=gethimtothegreek.htm",60974475,"Universal","June","Comedy",109,"R",40,"Nick Stoller",983357,465416
"963","The Devil's Advocate","/movies/?id=devilsadvocate.htm",60944660,"Warner Bros.","October","Horror Thriller",144,"R",NA,"Taylor Hackford",409443,173701
"964","Mission to Mars","/movies/?id=missiontomars.htm",60883407,"Buena Vista","March","Sci-Fi Adventure",113,"PG",100,"Brian De Palma",36557,123260
"965","Coyote Ugly","/movies/?id=coyoteugly.htm",60786269,"Buena Vista","August","Music Drama",101,"PG-13",45,NA,23147,324359
"966","God's Not Dead","/movies/?id=godsnotdead.htm",60755732,"Freestyle Releasing","March","Drama",113,"PG",2,NA,8309858,5694250
"967","Poseidon","/movies/?id=poseidon.htm",60674817,"Warner Bros.","May","Action Drama",99,"PG-13",160,"Wolfgang Petersen",7885,694800
"968","Fantasia 2000 (35mm & IMAX)","/movies/?id=fantasia2000.htm",60655420,"Buena Vista","January","IMAX",75,"G",80,NA,NA,24
"969","Three Kings","/movies/?id=threekings.htm",60652036,"Warner Bros.","October","War Drama",114,"R",75,"David O. Russell",65792,98176
"970","Jingle All the Way","/movies/?id=jinglealltheway.htm",60592389,"Fox","November","Family Comedy",88,"PG",60,NA,72499,383551
"971","Kiss the Girls","/movies/?id=kissthegirls.htm",60527873,"Paramount","October","Thriller",117,"R",27,NA,43871,266483
"972","After Earth","/movies/?id=1000ae.htm",60522097,"Sony / Columbia","May","Sci-Fi",100,"PG-13",130,"M. Night Shyamalan",1657166,16723222
"973","Baby Mama","/movies/?id=babymama.htm",60494212,"Universal","April","Comedy",96,"PG-13",30,"Michael McCullers",32743,477518
"974","Shanghai Knights","/movies/?id=shanghaiknights.htm",60476872,"Buena Vista","February","Western Comedy",114,"PG-13",50,"David Dobkin",50616,224041
"975","The Lucky One","/movies/?id=luckyone.htm",60457138,"Warner Bros.","April","Romance",101,"PG-13",NA,"Scott Hicks",2709381,3674161
"976","The Wedding Planner","/movies/?id=weddingplanner.htm",60400856,"Sony / Columbia","January","Romantic Comedy",104,"PG-13",35,"Adam Shankman",33102,106563
"977","Burn After Reading","/movies/?id=burnafterreading.htm",60355347,"Focus Features","September","Comedy",97,"R",37,"Ethan Coen",199339,933741
"978","Why Him?","/movies/?id=whyhim.htm",60323786,"Fox","December","Comedy",111,"R",38,"John Hamburg",159087,6426958
"979","The Cable Guy","/movies/?id=cableguy.htm",60240295,"Sony / Columbia","June","Comedy",96,"PG-13",47,"Ben Stiller",5206542,709945
"980","Resident Evil: Afterlife","/movies/?id=residentevil4.htm",60128566,"Sony / Screen Gems","September","Action Horror",100,"R",60,"Paul W.S. Anderson",1021181,20689216
"981","Tyler Perry's Why Did I Get Married Too?","/movies/?id=whydidigetmarriedtoo.htm",60095852,"Lionsgate","April","Comedy / Drama",121,"PG-13",20,"Tyler Perry",301,311174
"982","The Family Stone","/movies/?id=familystone.htm",60062868,"Fox","December","Romantic Comedy",102,"PG-13",18,"Thomas Bezucha",10135,955225
"983","Bad Santa","/movies/?id=badsanta.htm",60060328,"Dimension Films","November","Crime Comedy",93,"R",23,NA,539418,883408
"984","Bruno","/movies/?id=bruno.htm",60054530,"Universal","July","Comedy",88,"R",NA,"Larry Charles",57916824,386508
"985","Hope Floats","/movies/?id=hopefloats.htm",60053195,"Fox","May","Comedy / Drama",114,"PG-13",NA,"Forest Whitaker",277072,694798
"986","Tooth Fairy","/movies/?id=toothfairy.htm",60022256,"Fox","January","Fantasy Comedy",102,"PG",48,"Michael Lembeck",5407,2438922
"987","Snow Day","/movies/?id=snowday.htm",60020107,"Paramount","February","Family Comedy",89,"PG",13,NA,421,163150
"988","The Good Shepherd","/movies/?id=goodshepherd.htm",59952835,"Universal","December","Action Thriller",160,"R",NA,NA,565187,164536
"989","Jungle 2 Jungle","/movies/?id=jungle2jungle.htm",59927618,"Buena Vista","March","Family Comedy",105,"PG",NA,NA,8314,105238
"990","Little Miss Sunshine","/movies/?id=littlemisssunshine.htm",59891098,"Fox Searchlight","July","Comedy",101,"R",8,"Jonathan Dayton",832151,654531
"991","The Benchwarmers","/movies/?id=benchwarmers.htm",59843754,"Sony (Revolution)","April","Sports Comedy",90,"PG-13",33,"Dennis Dugan",7051,277704
"992","Secretariat","/movies/?id=secretariat.htm",59713955,"Buena Vista","October","Sports Drama",116,"PG",35,"Randall Wallace",108752,1552598
"993","Son of God","/movies/?id=sonofgod.htm",59700064,"Fox","February","Drama",138,"PG-13",NA,"Christopher Spencer",11524884,3186097
"994","Love Actually","/movies/?id=loveactually.htm",59696144,"Universal","November","Romantic Comedy",128,"R",40,NA,646618,5553056
"995","Gothika","/movies/?id=gothika.htm",59694580,"Warner Bros.","November","Horror",95,"R",40,NA,19567,437213
"996","My Big Fat Greek Wedding 2","/movies/?id=mybigfatgreekwedding2.htm",59689605,"Universal","March","Comedy",94,"PG-13",NA,"Kirk Jones",944416,4846791
"997","The Dictator","/movies/?id=dictator.htm",59650222,"Paramount","May","Comedy",83,"R",65,"Larry Charles",118984,18559717
"998","Hellboy","/movies/?id=hellboy.htm",59623958,"Sony (Revolution)","April","Action Horror",112,"PG-13",66,"Guillermo del Toro",1124595,192195
"999","The Stepford Wives","/movies/?id=stepfordwives.htm",59484742,"Paramount","June","Sci-Fi Comedy",93,"PG-13",90,"Frank Oz",12137,302017
"1000","The Grand Budapest Hotel","/movies/?id=grandbudapesthotel.htm",59301324,"Fox Searchlight","March","Comedy",100,"R",25,"Wes Anderson",634188,10405622
"1001","Planes: Fire & Rescue","/movies/?id=planes2.htm",59165787,"Buena Vista","July","Animation",83,"PG",50,"Roberts Gannaway",4322,8029530
"1002","Courage Under Fire","/movies/?id=courageunderfire.htm",59031057,"Fox","July","War Drama",117,"R",NA,"Edward Zwick",16498,407009
"1003","Dawn of the Dead","/movies/?id=dawnofthedead.htm",59020957,"Universal","March","Horror",98,"R",26,"Zack Snyder",1097230,671947
"1004","Vacation","/movies/?id=newline15.htm",58884188,"Warner Bros. (New Line)","July","Comedy",99,"R",31,"John Francis Daley",462818,4357793
"1005","Total Recall (2012)","/movies/?id=totalrecall2012.htm",58877969,"Sony / Columbia","August","Sci-Fi Action",121,"PG-13",125,"Len Wiseman",82,6435506
"1006","Surf's Up","/movies/?id=surfsup.htm",58867694,"Sony / Columbia","June","Animation",85,"PG",NA,"Chris Buck",420910,206571
"1007","Behind Enemy Lines","/movies/?id=behindenemylines.htm",58856790,"Fox","November","Action Thriller",108,"PG-13",40,"John Moore",311377,43208
"1008","Bride Wars","/movies/?id=bridewars.htm",58715510,"Fox","January","Comedy",90,"PG",30,"Gary Winick",1764355,168032
"1009","Water for Elephants","/movies/?id=waterforelephants.htm",58709717,"Fox","April","Drama",120,"PG-13",38,"Francis Lawrence",515695,681368
"1010","Jack Reacher: Never Go Back","/movies/?id=jackreacher2.htm",58697076,"Paramount","October","Crime Drama",118,"PG-13",60,"Edward Zwick",671056,9782042
"1011","Little Man","/movies/?id=littleman.htm",58645052,"Sony (Revolution)","July","Comedy",90,"PG-13",64,"Keenen Ivory Wayans",1929393,1640310
"1012","Jack","/movies/?id=jack.htm",58620973,"Buena Vista","August","Family Comedy",113,"PG-13",45,NA,1472125,44749
"1013","RoboCop (2014)","/movies/?id=robocop2013.htm",58607007,"Sony / Columbia","February","Sci-Fi Action",108,"PG-13",100,"Jose Padilha",1312,3607667
"1014","Anastasia","/movies/?id=anastasia.htm",58406347,"Fox","November","Animation",94,"G",NA,"Don Bluth",4593,1330177
"1015","Easy A","/movies/?id=easya.htm",58401464,"Sony / Screen Gems","September","Romantic Comedy",92,"PG-13",8,"Will Gluck",335,2399645
"1016","Curious George","/movies/?id=curiousgeorge.htm",58360760,"Universal","February","Animation",86,"G",50,NA,851009,12216
"1017","Open Range","/movies/?id=openrange.htm",58331254,"Buena Vista","August","Western",139,"R",22,"Kevin Costner",12366,368911
"1018","Halloween (2007)","/movies/?id=halloween07.htm",58272029,"MGM (Weinstein)","August","Horror",109,"R",NA,"Rob Zombie",1024,398844
